student_id,gender,age,previous_score,attendance_rate,study_hours_per_week,midterm_score,quiz_average,assignment_average,library_visits_per_week,online_course_time,participation_score,sleep_hours_per_day,extracurricular_hours,part_time_job_hours,parent_education_level,family_income,tutoring,course_difficulty,prerequisite_score,attendance_impact,study_efficiency,total_assessment_score,final_score,final_grade
S0266,Female,19,53.10706578415699,80.50460976412799,7.773736214547508,42.461328865943095,92.95571084310396,97.72837577509691,,2.658335749597045,91.7435361876176,,1.7708834964272124,0.9951827110556688,High School,Low,No,Medium,44.91732346595642,42.50009016676192,6.831601217027948,74.1897575318375,78.35424661120592,B
S0267,Female,17,71.3414759439629,71.6350741692633,11.70213652178418,56.30423986286685,82.3615699972573,46.17919266427123,1.825971310870993,4.385211363227272,32.25682589975881,4.527142081488074,3.5976262272133437,17.022047457711132,Bachelor,High,No,Medium,94.89835384302508,27.941887430730752,6.096448781908908,61.0839247436053,69.8701552522175,C
S0268,Female,20,75.23052327225275,78.77627367957032,18.518273835468136,55.407376532645884,59.814402569483626,85.62589578234781,6.1658783807124635,8.27006314048614,82.61941721255205,8.275246333261691,2.9460895147360704,5.113785868398859,Master,Low,No,Hard,81.52970049643992,40.15676554638151,4.062501934071381,65.79504011860779,84.0176044414574,B
S0269,Male,17,,94.31431134069956,21.970055890063627,48.030929807565954,94.7687313133041,97.73326541672245,2.338483690854777,4.788165538309087,75.88259910335006,9.83714637690845,8.287796705504668,4.2108819415830165,Bachelor,Middle,Yes,Easy,74.17992362555253,43.47081322287988,,76.96297094203435,90.07851500494657,A
S0270,Male,20,80.9884233188544,72.19612497540254,17.42482905348796,55.904803962104374,62.69565792067897,92.42494511441166,0.7991510934660673,6.363558679429101,83.74185668968963,7.224928917005149,13.097761380009484,18.693584642840538,High School,Middle,Yes,Easy,72.32719573753351,38.40720883055869,4.647874769402274,68.89810249536893,74.15640015726791,B
S0271,Female,18,61.39725725852218,67.70705585946801,16.224925774450284,57.037092277859685,57.19492617575159,54.23409804927573,,7.38634034097892,64.61517183571455,6.9909413622064855,7.666353017346278,9.326103516524192,High School,Middle,No,Medium,67.73729046182449,33.23515112498332,3.7841317804489236,56.24354417865207,68.65670718783542,C
S0272,Female,18,,65.16284987723526,38.7370604225616,68.7036454060113,54.31842938532613,62.975116843845264,6.0831940140006715,12.84530023220263,99.39654529138069,5.1239117182114615,0.8736517915720687,13.22640699404592,Bachelor,Middle,No,Easy,54.15850852210827,39.42816402144672,,62.669522031155935,79.21580359737057,B
S0273,Female,22,82.55496480597104,71.91437593560845,71.77497576551806,76.50374634094408,77.04241955197594,54.4848511932056,3.6214878348023682,7.847883804130392,33.06929130976742,7.802729193443751,8.450833958952469,10.799964283193187,,Low,No,Medium,52.45147219028536,28.188171042636018,1.150191468899553,70.0596797599321,83.15488351126743,B
S0274,Female,22,74.10454697064104,91.20192348160174,5.820153437858587,60.96052824864977,,78.07196000980872,7.52310970673456,5.4368977292184075,46.4060110482664,7.542623684673489,11.96281498977014,19.450089604575712,High School,Middle,Yes,Medium,70.22428514540735,36.6417792541338,12.732404353570853,,76.88698200988543,B
S0275,Female,21,87.6252966443262,78.86505460781046,20.05615679555096,79.57086272223597,56.66124243740627,84.17033900887208,3.7517639831310245,3.7160424605267366,57.758219088153055,,1.9823429595648405,14.103592981994066,Bachelor,Low,No,Hard,43.861044800687345,35.21116019997375,4.368997387563505,74.0778195227779,79.01316226627664,B
S0276,Female,19,86.96247633053125,69.0992641477416,35.62530449103896,58.4890936218769,64.40146306858384,62.4390573149682,4.860034482382267,6.130139681882958,61.48445590959922,4.1564997201083305,1.0906682151688756,28.903759861138425,High School,Middle,,Medium,44.09589393776946,33.02667042624232,2.441031103394651,61.447793563816376,78.84997237072233,B
S0277,Female,21,87.94967755045474,66.64739998438996,15.55096652437338,55.96560225231182,63.519344464854264,74.67286156913624,4.070849728153849,7.736041566215548,94.49571818896631,,2.817116663363536,10.57148277319396,Bachelor,Low,No,Hard,70.84474817381926,38.893363633110255,5.655576289268531,63.843902711121885,73.85285545487814,B
S0278,Female,20,71.8292596990793,73.30917906041516,8.309472067103588,,79.00349649594283,83.00063135391572,6.5057479110934615,11.191722858048545,69.20030548540811,7.569609060984238,11.191294842324412,22.208530207885055,Bachelor,Middle,No,Medium,90.58966265156316,35.83281481520617,8.64426273041395,,76.25689157124452,B
S0279,Female,21,65.01327781265896,97.59697491542835,31.543467005647123,41.30439981681848,89.20377341468871,68.17368991360766,3.5613916201496822,1.81573164258508,33.15776968642757,,8.875206292980023,7.718777027491336,PhD,Middle,No,Hard,90.284951812142,35.910646411914016,2.0610695013652065,63.7349989252163,84.31736578972082,B
S0280,Female,17,85.62011911661165,73.72106850360097,26.210484117762846,44.38840179987002,86.54478349773883,91.97085417505026,9.637676499423089,3.324137823587263,58.55040743979633,5.249997144931216,8.108919809426233,15.262592778784406,High School,Middle,,Easy,40.59555653634358,33.82640203903956,3.266636309803484,71.31005202178474,85.94722077055017,A
S0281,Female,20,70.30823508631647,99.5249630381854,24.960937773927636,62.98832489725899,,87.43524644082994,9.3614698659853,5.694810238030098,59.1543288658349,5.657309011065699,3.742198419476525,16.57709255705871,Master,Low,No,Medium,45.90668186060974,41.688354684622595,2.816730514017598,,88.19619394057162,A
S0282,Male,22,58.25489883815455,79.40921823061424,6.875179586259277,91.8601991265466,61.774903903327036,48.556604911781385,8.480279026572813,5.405976076792719,97.58436569064493,,4.983548928702891,9.873278431881966,Bachelor,Low,No,Hard,72.06927315672823,43.33963860731326,8.473218496660465,69.84353229515116,73.5076443474413,B
S0283,Male,18,88.47383088026635,67.16655673160604,9.917465342843107,79.6831478913883,96.35799344513444,79.1618914499956,9.203002705727481,5.876221314078176,71.94379637147757,7.63759638119423,14.488275194150134,14.153415867378873,Master,High,Yes,Medium,86.66616469933902,34.53872629377733,8.921012357669904,84.52922462509433,84.94037464029543,B
S0284,Male,22,89.71519445475562,95.64560367174037,26.78922886745898,44.846961322530674,50.39533959641409,57.94290530278623,4.49139688459391,11.90281896960487,74.49557498112571,9.074575876706827,3.6093784009407854,8.378359136954765,Bachelor,Low,No,Hard,92.49469976612558,43.592796097747254,3.3489278432994816,50.44025799877237,82.99408001545656,B
S0285,Female,19,70.98393902630765,78.41421492539308,12.273834451059253,86.54749070294805,92.22658558689037,75.66350455670013,5.364303967894921,,79.92771218758895,5.773951431058589,13.524681348826327,0.18002345021945976,High School,Low,No,Easy,87.33202243251786,39.50980691513571,5.7833547706178825,84.98602332425637,89.93409000453501,A
S0286,Male,20,53.406487728940434,88.38685374018098,22.642452791194852,80.27654238344996,59.58696891787544,97.62886434481314,7.420925925582445,7.528472706039969,83.90275209774862,9.47240835932991,8.707972566866049,6.469449049136362,PhD,Middle,No,Hard,77.26872244130507,43.29660654160402,2.3586882667459523,79.27536693218656,89.27246340630691,A
S0287,Male,20,67.4521740462619,99.34846332836608,24.070859011028773,73.60205891364592,95.46964750830885,93.34841025037376,6.9614592493854115,9.358605492868447,74.45357491417424,8.46223697190015,1.8494469955687172,21.001925174796018,High School,High,Yes,Medium,51.028879267407966,44.69525398134467,2.80223377218722,86.08624089306315,94.46261706263351,A
S0288,Female,17,86.15919467581716,62.00701401279896,14.922751659482879,85.11611283350476,66.43074967172095,67.24840217133224,8.906785956054708,3.4826782527540767,46.603604579375485,6.370070020082181,7.00968567232602,23.12889073456131,Bachelor,Middle,No,Easy,43.99418106884293,27.922825119714787,5.773680125613164,74.15019068631786,72.55245599389767,B
S0289,Male,19,,63.867782391502686,38.19488044395225,62.22604162586264,71.13688514687611,61.03326220893943,7.163310272566953,10.780430807213083,91.18321400388149,4.571572393752735,14.228230760413139,8.406086014167599,Master,Middle,No,Easy,42.61336804771046,37.396977518227104,,64.54146085708972,80.66683032887603,B
S0290,Female,18,59.15627341239181,88.81826965851025,34.486243739245126,52.1825577969619,83.94178946933029,57.892315942454246,9.978847082284606,8.206669796074214,81.24838602874411,5.541901974924895,6.278483972060379,12.241289964542158,High School,Middle,Yes,Easy,73.66422315439763,42.895158103301895,1.715358560348872,63.42325474232012,78.43291599891364,B
S0291,Male,23,53.01381254113722,71.27300013181888,30.28307276714795,68.16128640098177,78.2081144707165,74.2883178366086,3.4850579983159102,6.7017174454706705,81.9309339567869,9.740609303289101,12.950798471840434,1.1209698041583327,Bachelor,Low,No,Hard,41.990373220844674,37.768086830903044,1.7506087624849056,73.01344425259023,90.58245803969206,A
S0292,Male,20,89.48077039097774,67.37205587800396,7.729785324329318,70.18629655764106,65.26108782592749,51.283664929193094,8.32997742239418,12.146760401074708,99.75897174643244,5.862180255304477,3.8464304197756154,7.111887032930417,Master,Middle,No,Medium,80.6581976056053,40.163411112687676,11.576100323166688,63.0379444495926,70.33535517300298,B
S0293,Female,20,67.52322225404939,61.57447519278918,8.71455067581568,69.60795046054517,76.58388396165553,75.21012544705367,6.976348228326642,3.65242888777773,86.17685744043212,5.9794057608943865,8.563832277005595,23.376578501168975,,High,No,Hard,79.1858905543033,35.70771404592318,7.748330896902981,73.38138300683083,78.95116786634237,B
S0294,Male,17,74.37924339204035,60.87386847944807,22.247347105273448,71.07905853140579,85.07393044941854,45.07335017199356,6.913864452150186,,88.04059822086073,5.1375335865863025,12.657780873029607,18.179588107951716,Master,,No,Medium,44.37859536271734,35.87028018800656,3.3432859675394604,67.47580759898595,82.35717412524818,B
S0295,Male,21,93.56296154228414,90.97942412479163,10.6249672216845,92.17877050315494,52.03207740331962,62.81172969102147,3.258355948449989,8.415731030500556,96.59838609971109,8.841103606832593,13.810326617545433,6.173115658631142,High School,Low,Yes,Hard,89.8642300770237,46.61350445737971,8.805952958737741,71.32465032956429,86.24824979894068,A
S0296,Female,24,52.99541275614003,65.377337094782,39.239291223531595,,50.537566652273796,57.09638726068197,7.856017924230225,9.137623190694873,40.57937998942257,5.653865381453664,7.287350507269511,7.723259853672965,Bachelor,Middle,Yes,Medium,68.70611087439163,27.729077126319112,1.3505700817643453,,79.94503023615104,B
S0297,Female,18,79.1743103353443,78.70882463884604,2.6112665611881547,88.16443701074166,71.98721307549879,98.41703344784301,,13.125884462534142,64.84091635346475,5.981549490213133,9.595321532181435,24.504060689686806,Master,Middle,Yes,Easy,89.74412120357525,36.58083066234676,30.32027120943146,86.38704876129921,85.2180540700489,A
S0298,Male,22,53.33474401586902,84.23587260717932,22.06137424123909,84.0779245999745,56.328157654568685,84.99832757634884,2.1854846152056293,12.263740317740039,70.63969165135512,6.4860886505897595,0.04470196173496421,6.272526088347025,Bachelor,Low,Yes,Easy,89.58855309035772,39.39870011242482,2.417562180517792,76.02911540926506,86.17731822923034,A
S0299,Female,19,66.89610178099252,77.13407202275386,17.744236989452688,91.8885458995907,81.88852599030629,64.23093592542307,6.254968371167041,9.023431032328505,53.04930104557204,6.6023696786476584,3.7983496127008443,10.024731775413937,Master,Middle,No,Hard,50.8368735137915,33.75008181594056,3.7700185035150335,80.59125693455508,89.09634950747986,A
S0300,Male,20,86.1716545337051,61.08426609344932,27.37852475089343,45.41720529236718,60.27451789891684,50.106479759184126,3.921348291027752,11.297815557722611,88.75823407261538,6.468044742490131,4.180681556204187,19.93076074963933,High School,Low,No,Medium,60.931769536495665,36.07692664255787,3.147417741377504,51.28118141437716,73.4783140765956,B
S0301,Male,20,69.50625047400355,,9.516274311129873,54.58177937951567,70.77685312619221,73.42403270798432,9.89548119294877,6.4997923534934525,83.36937351520064,7.022462172248372,1.402395174816462,16.83337157124236,High School,Middle,Yes,Easy,47.40444834270989,,7.303935153772488,65.09297750205923,75.5472892943452,B
S0302,Female,22,94.87320592563276,60.42052898166614,20.06107498148368,67.22807701100217,59.48820496996491,56.739633472932326,4.788328158316816,8.210666302496193,80.46181521556869,8.88707727769842,4.19542520035465,13.82610615701443,Bachelor,Low,No,Easy,82.62379055749764,34.21852173761358,4.729218449818889,61.75958233727005,80.77079048865039,B
S0303,Female,18,75.15766782259709,90.47559577509936,14.614676148250027,86.55939712178728,76.32721211595798,74.50362502440967,2.283201737969427,0.931052050627667,99.80046078307169,8.915710244452132,4.816830495872087,26.992232729392327,PhD,Middle,No,Easy,67.72687035458245,47.102770889144146,5.142616029271133,79.87300999082521,91.37311831637689,A
S0304,Female,24,64.4522968686179,95.73217975152491,36.07130336350908,67.78411413375028,55.570566050459306,90.94492947983909,3.8185762522183255,1.3478687700007024,48.156696138587336,8.78987880258008,14.5314905935229,6.59131388145155,Bachelor,Middle,No,Hard,91.08441664672401,38.35099315317494,1.7868025510223169,71.06829431258963,90.58070117006734,A
S0305,Female,21,59.90500966571389,77.3135968422869,6.420499924714328,81.14191066378737,51.109128933799056,78.8685903655762,6.538383898166263,12.441381062794981,81.48200761727949,4.606749034698925,10.029035708412565,22.242596725889996,PhD,Middle,No,Medium,51.451836818195254,39.49048057614196,9.330271843026194,71.45008005532752,75.68449510531241,B
S0306,,20,65.77342404287728,81.42169892391193,36.98046229022607,47.642794788690395,52.45431862912147,79.85836307497513,0.7608937134957627,0.8950748352374499,68.59831324341305,8.798072819648885,6.390076191245163,4.771915218545501,PhD,Middle,No,Medium,77.86022138355743,38.14617232585619,1.7785992918823295,58.75092242670513,78.63093291466058,B
S0307,Female,24,66.7639973191798,79.07933570470615,34.154794849355014,53.88275971371081,95.80440519273488,74.75666589845463,6.036019202212376,2.5409868844891093,51.909242774571325,4.721510640919461,14.82081691043264,18.472015004464353,PhD,Low,No,Hard,94.40802552749898,34.10564926632611,1.9547474260540194,72.72142521284118,85.91769223590083,A
S0308,Male,18,53.09211549757824,75.56834474493755,15.41497507542854,80.24768522707198,56.82973849332492,95.9996097947275,9.31224759178898,11.937489884256623,41.24108095061881,4.748342620313548,2.298484803519168,26.118706902339397,PhD,Middle,No,Medium,76.59596940015453,30.918719613605028,3.444190810415713,77.94787857724452,81.18962870593452,B
S0309,Female,22,66.63083897420479,95.49698141481441,32.62517291369866,49.06037048882482,84.00695615056809,,8.503627876578504,,92.7118685947283,9.687176629809764,7.140767908957269,13.737053564344135,Master,High,No,Hard,43.782566305689194,47.19146814338998,2.0423137419212827,,93.37668068594337,A
S0310,Male,17,70.89073338826512,95.75734042679963,6.092474611856165,59.32457640602097,53.26045780269566,73.19977605904538,0.6767353665798337,4.236064932687965,71.68188378954918,8.916387068233249,9.70593310573574,21.728835215739867,Master,Low,No,Medium,72.36333923323548,43.063578885949724,11.635786425816091,61.66790072093069,70.20711894690228,B
S0311,Male,21,82.52319885074621,73.43265458566138,38.84029426026878,,55.191696907288744,61.816771792892744,9.933898787390682,8.760579867399327,87.74536863485562,7.314462801208052,0.8337095172611553,24.611800589969647,Bachelor,Middle,No,Hard,49.89135123246802,39.57887010266954,2.124680062868688,,79.33342772644974,B
S0312,Male,19,79.55282681247236,84.60279016058792,23.43082299064263,59.24239318223631,,70.27728532336941,6.987269237038792,8.931748972039449,68.17414888010813,9.249821226867173,10.754982871246781,4.080792746328083,High School,Middle,No,Easy,41.677652758062344,39.015666824198,3.3952211940759702,,80.94422018078562,B
S0313,Male,20,81.89445448531194,97.07630248583456,15.614835912290584,78.95782269928836,72.31380464740849,55.26068517075886,1.6228082431402369,11.657293623442104,45.39839564578137,9.936187855311177,1.4980102938298483,21.174806858463302,High School,Middle,No,Medium,58.42283835178678,38.202569874906644,5.244656744734157,69.85547602516554,79.53906135240831,B
S0314,,18,50.37636568445857,98.48233995765406,17.690412440813695,60.23159496285406,95.67585485311375,79.99893734249491,0.12416089169423494,7.588893817382557,53.62841691702277,7.663852399790665,2.104234628995154,27.59523071966029,High School,Middle,Yes,Medium,54.63572456797362,40.27038537070077,2.847664849703269,76.79507564382422,83.24810764333793,B
S0315,Female,17,59.79503298112412,80.3583616168819,7.324187371117407,70.53948274343671,95.3521017449954,72.50507846802283,1.7128263629215135,7.641028042964555,56.70771897314826,,2.395342686931261,17.291118295666326,High School,Middle,No,Easy,83.38239943486647,35.44905227969422,8.164050146631018,78.57294716128015,72.19226707951061,B
S0316,Female,19,79.77579297799355,78.11299221137307,39.627232991471374,45.49625323799253,87.42121484203832,50.68152627973039,8.381759206857385,10.879658633110507,98.10543687525916,8.526562174959569,13.933347399832767,5.583667335862681,High School,Low,No,Medium,60.55242975929552,43.054985038463755,2.013155775856543,59.62932363172763,78.88385584146653,B
S0317,Male,23,71.77952156808863,71.14777263714103,6.3752180802742355,84.27597312790454,78.9008878461128,55.87062796157885,0.2163932494516374,7.479366948994253,30.394329486696776,5.392833714191997,10.248533177072517,3.8082759476682893,PhD,Middle,No,Medium,80.31273292118581,27.423197688481665,11.25914763452311,74.14184399346931,70.91026024974927,B
S0318,Male,18,50.23910640507557,98.35487492761641,27.921749310175066,60.34387441064687,71.83809523486453,71.37975759097398,2.3314730361808653,9.127366298454252,98.9966216117155,5.002749169112796,9.831412516546562,7.792059914002437,Bachelor,Middle,No,Easy,40.893144557213226,49.30578680062802,1.7992821956455196,67.1029056120103,84.94813486784872,B
S0319,Male,18,86.202258909432,65.7125721789147,20.49575746972604,75.66937874683384,67.09656964776421,93.81739448953721,7.573055953348754,13.466611023825765,98.63231445768814,8.557484500090435,8.332402446974882,3.1053980705004767,Bachelor,Low,Yes,Medium,40.81466733883651,39.440234545212036,4.205858653273,78.54194073992396,79.88890771430412,B
S0320,Male,19,84.77643079806518,83.19318304190901,38.21206763660503,79.8964280914008,95.46020225482667,76.15148963471036,,6.0217651141855795,99.73055533710956,6.069428769964614,4.392089980426542,15.401822147551425,Master,Middle,Yes,Hard,41.612240165115644,44.90406597999461,2.218577429629955,83.44207880342142,97.27953298184426,A
S0321,Female,17,,71.30201070074556,13.609990910737832,51.53135071614352,78.93962294838491,82.4844250114659,7.827357103601918,5.776876063788333,63.361172524374425,4.810422137835604,9.313345568990272,2.0911404812020375,Bachelor,Middle,Yes,Medium,52.06471429804193,34.06283771509855,,69.03975467441265,78.25351418291726,B
S0322,Female,23,52.990849659932245,71.16033161391186,23.623038837830396,88.65712417243424,77.79548132892774,63.646570235915036,7.461505038267879,0.05323487797156967,97.46662787346997,5.889266355506498,6.152245798329597,6.702138739086793,High School,Middle,Yes,Medium,60.56932817657089,40.84142505886756,2.243185139037729,77.89546513842653,85.45549668313389,A
S0323,Female,24,84.49317722896632,76.19874349504754,21.882467300396353,73.89233383838241,61.13125384490792,76.42762661743288,0.5060138712180473,9.201393922818479,57.69194272948791,6.151821207247452,2.1812422513892233,13.19731331736643,Master,Low,No,Easy,73.431519171427,34.39801159441184,3.861227167351275,70.8245976740552,85.61114564718157,A
S0324,Male,24,76.26711144791138,99.95171743262618,29.60032554175355,63.57988279633148,52.24149525848543,69.6058902450937,8.925114190941516,0.4465786111069797,31.84061084678707,9.791365957034145,10.343959354915997,14.217442512060645,Bachelor,,Yes,Easy,94.2252637204835,36.35363739914527,2.5765632658441784,61.98616876960633,84.83469249822738,B
S0325,Female,22,85.18819897210815,62.198652273592884,7.380358118334717,50.02843509680207,,81.25214519427384,2.270318342822687,7.562227345924744,45.70430304602352,8.187758266527538,1.9437325189488408,16.961954554408933,Bachelor,Middle,No,Medium,59.49252618578829,27.80045629128257,11.542556283343304,,68.30760308868373,C
S0326,Female,17,83.82861465781282,83.14167272814126,11.782619550817419,91.82655158456637,65.05929242454339,47.78165613434557,5.533924402297638,12.0635068354834,96.17073714561693,7.185137904398403,2.8600287153175987,21.168448882521798,High School,Middle,No,Hard,43.06123987164414,44.17664924756576,7.114599117476997,70.58290520149323,80.14104158823046,B
S0327,Female,21,86.13509323810267,63.30288632141109,12.509768703249744,81.52875122723938,71.24427311957402,72.13151189314276,,8.248816057794947,30.963528533477998,9.81323883209563,12.265489677714088,1.416859189964026,Bachelor,Low,No,Hard,50.71950889162168,25.183571603118928,6.885426523971367,75.62423599471079,79.1493890953025,B
S0328,Female,20,73.31036298820811,66.18083319962076,30.835276419459138,51.44135095032869,55.50271729211393,61.279594382918184,,4.04454247825014,68.21958947960826,9.418838442845084,9.90175644187731,2.4186285652734973,Master,Middle,Yes,Medium,89.38185085981742,33.49816785580788,2.3774835675526598,55.61123388264111,72.91577478687616,B
S0329,Male,19,56.31460331870817,77.58251767091595,11.619854371435903,58.57409260983235,,62.94017837028501,9.762312567009744,11.792526321740569,35.29211122262753,,9.464867313204635,1.8257745541434223,High School,High,No,Medium,78.465855458124,30.33317754580029,4.846412142405292,,72.007521558706,B
S0330,Male,22,80.20208630208599,80.41840525385766,25.072211736184183,84.53208419484403,51.326327977084674,97.85045873569338,,4.045755061238083,50.047760489930496,9.434077812261885,6.273041765140861,12.694509463947309,PhD,Middle,Yes,Medium,83.46104532212078,34.1350736741434,3.198843689818495,78.56586969177103,90.97614862937392,A
S0331,Male,23,77.92132032733868,70.35169633458096,12.53353371753338,78.26227147684364,90.03155658075663,,0.5764269559739343,10.99547671418848,36.16649954983207,6.4258279483759395,5.944207773590567,1.2554383464880292,High School,Middle,No,Medium,46.82925131200359,28.3388088103407,6.217027223402541,,84.913192933513,B
S0332,Female,19,83.40139342395892,72.65828523497665,35.15687325293925,82.11813609936485,56.73368061382241,62.118488891822835,9.372620447778404,9.15387682785347,90.16700347791394,,10.353939137781017,22.382438004939786,Bachelor,Middle,No,Medium,47.42428437891294,39.83088626607578,2.3722642461381644,68.5029052914395,86.88475826167138,A
S0333,Male,19,57.644645272283086,63.47868081023732,37.97649090713735,64.26606062171129,92.5550774062953,73.04409166519795,5.862678431932681,2.5499444512200182,71.37494967533941,5.396069060932511,11.100083079135686,6.6900054311543355,PhD,Middle,No,Medium,46.17353041496928,33.31859417813908,1.517903415911692,75.38617497013249,78.17949905661159,B
S0334,Male,17,58.77388399551302,72.12879135377003,23.147254122978417,79.40619444531919,85.02908659213556,92.4664821482293,6.991931979813764,13.577008122662786,93.1474526002819,7.9738931466527605,7.6531980354646585,28.17637479869876,PhD,Low,Yes,Easy,87.14430403702387,40.26812792618739,2.539129854593329,85.01114840023713,85.53201688792916,A
S0335,Male,20,90.06842827486977,98.66233757522176,17.33081094732124,61.25715475751525,57.90417260035065,67.91685457635037,5.251757899342241,3.0096552443579356,78.18472396781598,7.0064219242436625,14.539038665227894,14.592112652913343,High School,Middle,No,Hard,51.54821847814824,45.235646066129725,5.197011758344252,62.24917005601641,83.6661449239829,B
S0336,Male,21,,97.78829526689927,13.19202212561247,51.6194604316008,77.15926365725447,85.91259044884941,8.347379547769675,14.843806112110048,97.97203918715698,7.9537050820326805,14.33549338378308,13.389772573266049,High School,Middle,No,Easy,75.37334599588469,48.930896417501174,,69.56934040447149,92.31220814262032,A
S0337,Female,24,90.87028199151453,73.3951316054794,6.742335053306531,,65.00750308905053,92.10057540181413,0.33133462193210894,0.10965732982411158,65.69143583322847,8.11645578557302,6.1864423501913794,23.41616077918501,Master,Low,Yes,Medium,68.38915014007925,35.15682664828952,13.477568420001692,,79.86887766455293,B
S0338,Female,18,84.14218945237644,82.83415745115046,14.397502666912338,93.68076590793368,58.555188747756006,62.05089957020169,2.683783652771478,3.9522506571435456,74.70974072340121,4.133937237386306,12.309333814247305,21.394619516789735,High School,Middle,No,Hard,69.94144515306195,39.792195380025376,5.844221140222329,73.65413285856079,83.00355198975872,B
S0339,Male,18,76.87198876956359,96.38381564443777,27.898252298086128,57.08305342674313,91.2407455717332,66.60126009462905,4.696483564026922,2.997904459112983,70.34161739223396,4.324237554087414,8.14901762397623,18.219271228444285,Bachelor,High,No,Medium,50.748944711519755,42.98346817177813,2.755441020039709,70.18582307060592,89.53706600003902,A
S0340,Male,19,79.43597316625431,60.247352905635864,23.67659259582238,65.35332757168968,69.369092792347,64.6105923028596,0.7660361631371004,0.20990115255693942,63.89823006126289,7.196066359547499,7.6763383133576175,28.0544011875111,Master,Middle,Yes,Easy,74.93853513996942,30.853851883943335,3.3550424472932985,66.33523655723785,76.04412750303648,B
S0341,Female,24,90.01075657730044,92.42734281350367,38.04144473983246,77.07007540884194,69.13009828953835,90.80706947398565,,10.985518502209734,89.21715557961087,5.146212866560461,0.8244609206797776,12.66777782961231,Bachelor,Middle,No,Easy,42.370529395208216,45.571633959973276,2.3661235053739147,78.80918049259398,89.23191209832407,A
S0342,Male,24,76.04630395303732,97.93478211155676,18.86970418720952,69.78284551673683,58.15456039071776,47.43907740744807,3.9366341405564076,10.401387031493943,75.11675949692521,7.795202612826638,8.609620657024653,24.255950273168594,High School,High,Yes,Medium,94.64097519416958,44.40378653285207,4.030073985186472,59.59122954614448,83.88282973288312,B
S0343,Male,20,78.45760959477744,63.653029373342285,29.285216981493807,86.3885287639977,68.38715245211738,61.9631598855774,2.7266799026814406,11.885264465323957,86.0918585398831,7.313114435023889,13.508668958447469,11.402788372374555,Bachelor,Low,Yes,Easy,41.4717398571001,36.314280519979306,2.6790858215036315,73.66050520690752,84.00544589546928,B
S0344,Male,23,57.04145222016203,66.45790744131685,22.12629616162925,81.89584885582337,91.8376086237848,82.36747066773214,0.033788468084122725,3.8504781969684787,85.04547556216892,7.5145621502253475,11.702007737926381,25.150370228883144,PhD,Low,No,Medium,42.75860973937242,36.94646734482883,2.577993705023328,85.01986332978443,90.32253029470539,A
S0345,Male,23,71.32645490522462,98.42985211085421,22.940167557347408,43.20634621242964,67.43017810350253,76.09939247609384,7.198303117499537,6.665027506244549,43.37316124587067,5.814732278986064,11.79475717048893,7.784238868979059,Bachelor,Low,Yes,Medium,57.85560809404247,38.2035878824304,3.1092386194180075,60.341409658850765,77.20316955128217,B
S0346,Female,22,82.23787003811445,81.50160574561386,14.372101011144112,,95.67697099998983,68.99591476115319,8.338093088728618,9.886702824323212,75.51144727623506,7.8390610376673795,2.398935578645088,8.678012185080973,Master,Low,No,Hard,85.73939456732461,39.55277117893117,5.722049265750867,,92.01705870174686,A
S0347,Female,17,62.19242142423644,60.567865378868945,20.92327718946999,81.38213495457069,95.42282716200259,74.69715249717615,3.9504053568149846,6.596527558322154,43.97536134269339,8.976955818910138,5.376741707003455,20.33608602052362,Bachelor,Low,Yes,Easy,54.14540664772086,26.96543188219936,2.9724034557806216,83.58884787958189,85.8633763672975,A
S0348,Male,20,59.10143812360407,70.30527995054116,21.477474895444754,,56.95513564675261,55.86715222055751,5.642179770333655,10.459886554768737,70.83243347706396,9.988427521553422,3.498073749753537,6.381398848553891,High School,Middle,No,Medium,65.95642575852305,35.258070680575145,2.751787089093008,,82.35580445535444,B
S0349,Male,20,64.1222063700987,77.99774697075438,29.732488261212687,75.81587416524405,58.51094016908695,68.68941418844057,,9.509601126606633,77.42042791124103,9.030666317033287,4.738729236834539,6.874625610762863,High School,Middle,Yes,Medium,40.98875321469061,38.88340967347452,2.1566377427532317,68.48645597335587,84.96593162487011,B
S0350,Female,17,60.867528259677506,87.71635644099071,37.92239997151398,87.09568204257192,91.40835537593068,72.59366412969919,6.221976462801331,1.7197170453326471,99.80645501113108,7.344992558079685,8.693090152405881,9.157872870522443,Bachelor,Middle,No,Medium,44.33836240660043,46.27619793452343,1.6050547514239375,84.03887866871774,96.3908889154219,A
S0351,Female,24,59.671068666637815,89.32641512547198,16.52624471188765,46.18106362107902,68.85252410838652,94.5654017075031,0.12137458315200522,11.715646816154521,32.137938470481686,,5.471757200553719,20.367863089811276,High School,Middle,No,Easy,73.43813266973889,33.22551223173793,3.6106852891821974,67.4978031931985,80.01965920827872,B
S0352,Female,23,69.11828792906391,99.81686051701824,6.477016400345446,59.12558095576236,50.20995114958445,59.3459339542187,4.886438970987585,10.810145386387774,36.38696758796046,8.088675256718926,8.41046726196399,26.681642772696957,Bachelor,Middle,No,Medium,50.68971581971857,37.22245167269757,10.67131587398444,56.51699791344589,70.04212657227117,B
